ID,Name,github src,Manufacturer,Burst,Element,Class,Rarity,Gun,Reload Time,Ammo,RoF,RoF/60,Burst value,F1/ 0.000,F2/ 0.033,F3/ 0.067,F4/ 0.100,F5/ 0.133,F6/ 0.167,F7/ 0.200,F8/ 0.233,F9/ 0.267,F10/ 0.300,F11/ 0.333,F12/ 0.367,F13/ 0.400,F14/ 0.433,F15/ 0.467,F16/ 0.500,F17/ 0.533,F18/ 0.567,F19/ 0.600,F20/ 0.633,F21/ 0.667,F22/ 0.700,F23/ 0.733,F24/ 0.767,F25/ 0.800,F26/ 0.833,F27/ 0.867,F28/ 0.900,F29/ 0.933,F30/ 0.967,F31/ 1.000,F32/ 1.033,F33/ 1.067,F34/ 1.100,F35/ 1.133,F36/ 1.167,F37/ 1.200,F38/ 1.233/ 2RL,F39/ 1.267,F40/ 1.300,F41/ 1.333,F42/ 1.367,F43/ 1.400,F44/ 1.433,F45/ 1.467,F46/ 1.500,F47/ 1.533,F48/ 1.567,F49/ 1.600,F50/ 1.633,F51/ 1.667,F52/ 1.700,F53/ 1.733,F54/ 1.767,F55/ 1.800,F56/ 1.833,F57/ 1.867,F58/ 1.900,F59/ 1.933,F60/ 1.967,F61/ 2.000,F62/ 2.033,F63/ 2.067,F64/ 2.100,F65/ 2.133,F66/ 2.167,F67/ 2.200,F68/ 2.233,F69/ 2.267,F70/ 2.300,F71/ 2.333,F72/ 2.367,F73/ 2.400,F74/ 2.433,F75/ 2.467/ 2RL,F76/ 2.500,F77/ 2.533,F78/ 2.567,F79/ 2.600,F80/ 2.633,F81/ 2.667,F82/ 2.700,F83/ 2.733,F84/ 2.767,F85/ 2.800,F86/ 2.833,F87/ 2.867,F88/ 2.900,F89/ 2.933,F90/ 2.967,F91/ 3.000,F92/ 3.033,F93/ 3.067,F94/ 3.100,F95/ 3.133,F96/ 3.167,F97/ 3.200,F98/ 3.233,F99/ 3.267,F100/ 3.300,F101/ 3.333,F102/ 3.367,F103/ 3.400,F104/ 3.433,F105/ 3.467,F106/ 3.500,F107/ 3.533,F108/ 3.567,F109/ 3.600,F110/ 3.633,F111/ 3.667,F112/ 3.700/ 3RL,F113/ 3.733,F114/ 3.767,F115/ 3.800,F116/ 3.833,F117/ 3.867,F118/ 3.900,F119/ 3.933,F120/ 3.967,F121/ 4.000,F122/ 4.033,F123/ 4.067,F124/ 4.100,F125/ 4.133,F126/ 4.167,F127/ 4.200,F128/ 4.233,F129/ 4.267,F130/ 4.300,F131/ 4.333,F132/ 4.367,F133/ 4.400,F134/ 4.433,F135/ 4.467,F136/ 4.500,F137/ 4.533,F138/ 4.567,F139/ 4.600,F140/ 4.633,F141/ 4.667,F142/ 4.700,F143/ 4.733,F144/ 4.767,F145/ 4.800,F146/ 4.833,F147/ 4.867,F148/ 4.900,F149/ 4.933,F150/ 4.967/ 4RL
127,Misato,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Misato.webp,Abnormal,B1,Iron,Supporter,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
128,Nero,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Nero.webp,Abnormal,B2,Fire,Defender,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
129,Novel,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Novel.webp,Tetra,B2,Iron,Supporter,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
130,Rei,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Rei.webp,Tetra,B1,Water,Defender,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
131,Signal,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Signal.webp,Elysion,B2,Fire,Attacker,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
132,Soldier OW,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Soldier%20OW.webp,Elysion,B1,Fire,Supporter,SR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
133,Volume,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Volume.webp,Tetra,B1,Wind,Attacker,SSR,SMG,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
134,Aria,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Aria.webp,Tetra,B2,Water,Attacker,SSR,MG,2,300,4200,70,0.0125,0.0125,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.2875,0.3125,0.3375,0.3625,0.3875,0.4125,0.4375,0.4625,0.4875,0.5125,0.5375,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.8125,0.8375,0.8625,0.875,0.9125,0.9375,0.9625,0.9875,1.0125,1.0375,1.0625,1.075,1.1,1.125,1.15,1.175,1.2,1.225,1.25,1.275,1.3,1.325,1.35,1.3625,1.3875,1.4125,1.4375,1.4625,1.4875,1.5125,1.5375,1.5625,1.5875,1.6125,1.625,1.65,1.675,1.7,1.725,1.75,1.75,2.45,2.4875,2.525,2.55,2.5875,2.6125,2.65,2.6875,2.7125,2.75,2.775,2.8125,2.85,2.875,2.9125,2.95,2.975,3.0125,3.0375,3.075,3.1125,3.1375,3.175,3.2,3.2375,3.275,3.3,3.3375,3.3625,3.4,3.4375,3.4625,3.5,3.5375,3.5625,3.6,3.6,3.6625,3.7,3.725,3.7625,3.7875,3.825,3.8625,3.8875,3.925,3.95,3.9875,4.025,4.05,4.0875,4.125,4.15,4.1875,4.2125,4.25,4.2875,4.3125,4.35,4.375,4.4125,4.45,4.475,4.5125,4.5375,4.575,4.6125,4.6375,4.675,4.7125,4.7375,4.775,4.8,4.8375,4.875
135,Crown,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Crown.webp,Abnormal,B2,Iron,Defender,SSR,MG,2,300,4200,70,0.0125,0.0125,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.2875,0.3125,0.3375,0.3625,0.3875,0.4125,0.4375,0.4625,0.4875,0.5125,0.5375,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.8125,0.8375,0.8625,0.875,0.9125,0.9375,0.9625,0.9875,1.0125,1.0375,1.0625,1.075,1.1,1.125,1.15,1.175,1.2,1.225,1.25,1.275,1.3,1.325,1.35,1.3625,1.3875,1.4125,1.4375,1.4625,1.4875,1.5125,1.5375,1.5625,1.5875,1.6125,1.625,1.65,1.675,1.7,1.725,1.75,1.75,2.45,2.4875,2.525,2.55,2.5875,2.6125,2.65,2.6875,2.7125,2.75,2.775,2.8125,2.85,2.875,2.9125,2.95,2.975,3.0125,3.0375,3.075,3.1125,3.1375,3.175,3.2,3.2375,3.275,3.3,3.3375,3.3625,3.4,3.4375,3.4625,3.5,3.5375,3.5625,3.6,3.6,3.6625,3.7,3.725,3.7625,3.7875,3.825,3.8625,3.8875,3.925,3.95,3.9875,4.025,4.05,4.0875,4.125,4.15,4.1875,4.2125,4.25,4.2875,4.3125,4.35,4.375,4.4125,4.45,4.475,4.5125,4.5375,4.575,4.6125,4.6375,4.675,4.7125,4.7375,4.775,4.8,4.8375,4.875
136,Diesel,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Diesel.webp,Elysion,B2,Wind,Defender,SSR,MG,2,300,4200,70,0.0125,0.0125,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.2875,0.3125,0.3375,0.3625,0.3875,0.4125,0.4375,0.4625,0.4875,0.5125,0.5375,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.8125,0.8375,0.8625,0.875,0.9125,0.9375,0.9625,0.9875,1.0125,1.0375,1.0625,1.075,1.1,1.125,1.15,1.175,1.2,1.225,1.25,1.275,1.3,1.325,1.35,1.3625,1.3875,1.4125,1.4375,1.4625,1.4875,1.5125,1.5375,1.5625,1.5875,1.6125,1.625,1.65,1.675,1.7,1.725,1.75,1.75,2.45,2.4875,2.525,2.55,2.5875,2.6125,2.65,2.6875,2.7125,2.75,2.775,2.8125,2.85,2.875,2.9125,2.95,2.975,3.0125,3.0375,3.075,3.1125,3.1375,3.175,3.2,3.2375,3.275,3.3,3.3375,3.3625,3.4,3.4375,3.4625,3.5,3.5375,3.5625,3.6,3.6,3.6625,3.7,3.725,3.7625,3.7875,3.825,3.8625,3.8875,3.925,3.95,3.9875,4.025,4.05,4.0875,4.125,4.15,4.1875,4.2125,4.25,4.2875,4.3125,4.35,4.375,4.4125,4.45,4.475,4.5125,4.5375,4.575,4.6125,4.6375,4.675,4.7125,4.7375,4.775,4.8,4.8375,4.875
137,Elegg,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Elegg.webp,Abnormal,B2,Electric,Supporter,SSR,MG,2,300,4200,70,0.0125,0.0125,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.2875,0.3125,0.3375,0.3625,0.3875,0.4125,0.4375,0.4625,0.4875,0.5125,0.5375,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.8125,0.8375,0.8625,0.875,0.9125,0.9375,0.9625,0.9875,1.0125,1.0375,1.0625,1.075,1.1,1.125,1.15,1.175,1.2,1.225,1.25,1.275,1.3,1.325,1.35,1.3625,1.3875,1.4125,1.4375,1.4625,1.4875,1.5125,1.5375,1.5625,1.5875,1.6125,1.625,1.65,1.675,1.7,1.725,1.75,1.75,2.45,2.4875,2.525,2.55,2.5875,2.6125,2.65,2.6875,2.7125,2.75,2.775,2.8125,2.85,2.875,2.9125,2.95,2.975,3.0125,3.0375,3.075,3.1125,3.1375,3.175,3.2,3.2375,3.275,3.3,3.3375,3.3625,3.4,3.4375,3.4625,3.5,3.5375,3.5625,3.6,3.6,3.6625,3.7,3.725,3.7625,3.7875,3.825,3.8625,3.8875,3.925,3.95,3.9875,4.025,4.05,4.0875,4.125,4.15,4.1875,4.2125,4.25,4.2875,4.3125,4.35,4.375,4.4125,4.45,4.475,4.5125,4.5375,4.575,4.6125,4.6375,4.675,4.7125,4.7375,4.775,4.8,4.8375,4.875
138,Emma,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Emma.webp,Elysion,B1,Fire,Supporter,SSR,MG,2,300,4200,70,0.0125,0.0125,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.2875,0.3125,0.3375,0.3625,0.3875,0.4125,0.4375,0.4625,0.4875,0.5125,0.5375,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.8125,0.8375,0.8625,0.875,0.9125,0.9375,0.9625,0.9875,1.0125,1.0375,1.0625,1.075,1.1,1.125,1.15,1.175,1.2,1.225,1.25,1.275,1.3,1.325,1.35,1.3625,1.3875,1.4125,1.4375,1.4625,1.4875,1.5125,1.5375,1.5625,1.5875,1.6125,1.625,1.65,1.675,1.7,1.725,1.75,1.75,2.45,2.4875,2.525,2.55,2.5875,2.6125,2.65,2.6875,2.7125,2.75,2.775,2.8125,2.85,2.875,2.9125,2.95,2.975,3.0125,3.0375,3.075,3.1125,3.1375,3.175,3.2,3.2375,3.275,3.3,3.3375,3.3625,3.4,3.4375,3.4625,3.5,3.5375,3.5625,3.6,3.6,3.6625,3.7,3.725,3.7625,3.7875,3.825,3.8625,3.8875,3.925,3.95,3.9875,4.025,4.05,4.0875,4.125,4.15,4.1875,4.2125,4.25,4.2875,4.3125,4.35,4.375,4.4125,4.45,4.475,4.5125,4.5375,4.575,4.6125,4.6375,4.675,4.7125,4.7375,4.775,4.8,4.8375,4.875
139,Flora,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Flora.webp,Missilis,B2,Electric,Supporter,SSR,MG,2,300,4200,70,0.0125,0.0125,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.2875,0.3125,0.3375,0.3625,0.3875,0.4125,0.4375,0.4625,0.4875,0.5125,0.5375,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.8125,0.8375,0.8625,0.875,0.9125,0.9375,0.9625,0.9875,1.0125,1.0375,1.0625,1.075,1.1,1.125,1.15,1.175,1.2,1.225,1.25,1.275,1.3,1.325,1.35,1.3625,1.3875,1.4125,1.4375,1.4625,1.4875,1.5125,1.5375,1.5625,1.5875,1.6125,1.625,1.65,1.675,1.7,1.725,1.75,1.75,2.45,2.4875,2.525,2.55,2.5875,2.6125,2.65,2.6875,2.7125,2.75,2.775,2.8125,2.85,2.875,2.9125,2.95,2.975,3.0125,3.0375,3.075,3.1125,3.1375,3.175,3.2,3.2375,3.275,3.3,3.3375,3.3625,3.4,3.4375,3.4625,3.5,3.5375,3.5625,3.6,3.6,3.6625,3.7,3.725,3.7625,3.7875,3.825,3.8625,3.8875,3.925,3.95,3.9875,4.025,4.05,4.0875,4.125,4.15,4.1875,4.2125,4.25,4.2875,4.3125,4.35,4.375,4.4125,4.45,4.475,4.5125,4.5375,4.575,4.6125,4.6375,4.675,4.7125,4.7375,4.775,4.8,4.8375,4.875
140,Guillotine,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Guillotine.webp,Elysion,B3,Electric,Attacker,SSR,MG,2,300,4200,70,0.0125,0.0125,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.2875,0.3125,0.3375,0.3625,0.3875,0.4125,0.4375,0.4625,0.4875,0.5125,0.5375,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.8125,0.8375,0.8625,0.875,0.9125,0.9375,0.9625,0.9875,1.0125,1.0375,1.0625,1.075,1.1,1.125,1.15,1.175,1.2,1.225,1.25,1.275,1.3,1.325,1.35,1.3625,1.3875,1.4125,1.4375,1.4625,1.4875,1.5125,1.5375,1.5625,1.5875,1.6125,1.625,1.65,1.675,1.7,1.725,1.75,1.75,2.45,2.4875,2.525,2.55,2.5875,2.6125,2.65,2.6875,2.7125,2.75,2.775,2.8125,2.85,2.875,2.9125,2.95,2.975,3.0125,3.0375,3.075,3.1125,3.1375,3.175,3.2,3.2375,3.275,3.3,3.3375,3.3625,3.4,3.4375,3.4625,3.5,3.5375,3.5625,3.6,3.6,3.6625,3.7,3.725,3.7625,3.7875,3.825,3.8625,3.8875,3.925,3.95,3.9875,4.025,4.05,4.0875,4.125,4.15,4.1875,4.2125,4.25,4.2875,4.3125,4.35,4.375,4.4125,4.45,4.475,4.5125,4.5375,4.575,4.6125,4.6375,4.675,4.7125,4.7375,4.775,4.8,4.8375,4.875
141,Kilo,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Kilo.webp,Abnormal,B3,Fire,Defender,SSR,MG,2,300,4200,70,0.0125,0.0125,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.2875,0.3125,0.3375,0.3625,0.3875,0.4125,0.4375,0.4625,0.4875,0.5125,0.5375,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.8125,0.8375,0.8625,0.875,0.9125,0.9375,0.9625,0.9875,1.0125,1.0375,1.0625,1.075,1.1,1.125,1.15,1.175,1.2,1.225,1.25,1.275,1.3,1.325,1.35,1.3625,1.3875,1.4125,1.4375,1.4625,1.4875,1.5125,1.5375,1.5625,1.5875,1.6125,1.625,1.65,1.675,1.7,1.725,1.75,1.75,2.45,2.4875,2.525,2.55,2.5875,2.6125,2.65,2.6875,2.7125,2.75,2.775,2.8125,2.85,2.875,2.9125,2.95,2.975,3.0125,3.0375,3.075,3.1125,3.1375,3.175,3.2,3.2375,3.275,3.3,3.3375,3.3625,3.4,3.4375,3.4625,3.5,3.5375,3.5625,3.6,3.6,3.6625,3.7,3.725,3.7625,3.7875,3.825,3.8625,3.8875,3.925,3.95,3.9875,4.025,4.05,4.0875,4.125,4.15,4.1875,4.2125,4.25,4.2875,4.3125,4.35,4.375,4.4125,4.45,4.475,4.5125,4.5375,4.575,4.6125,4.6375,4.675,4.7125,4.7375,4.775,4.8,4.8375,4.875
